,0,1,2
698,192049,622514701_47424463646_236701,Test
699,192160,727347943_39582628436_910146,Test
700,192386,957972226_93918209293_237317,Test
701,192577,902449996_23416653567_297408,Test
702,192654,990896404_70716282288_447048,Test
703,192775,763158838_37904262230_56945,Test
704,193054,701456886_82139354852_707625,Control
705,193457,627232482_72933323075_680512,Test
706,193613,707118159_63565482242_88494,Control
707,193835,270349845_64590486563_872035,Control
708,194686,272665050_97418994579_701644,Control
709,194816,294393595_21874882597_923744,Test
710,195080,536066694_24850135048_74317,Test
711,195446,962799281_85805343885_761237,Control
712,195455,268850318_91870946302_488324,Test
713,196103,557620541_50195441568_376329,Control
714,196531,694252394_68818901532_851628,Test
715,196988,425985841_24640298529_301524,Test
716,197374,541265340_94686208335_791527,Test
717,197560,317407754_78599542733_99932,Test
718,198773,181849003_34917792133_516123,Control
719,199386,637014200_60504997643_335724,Test
720,200308,686782839_16806495429_481899,Test
721,200372,206146192_67133249906_382057,Control
722,200604,618620110_33672195941_472427,Control
723,200648,195276308_14745237687_2504,Test
724,200707,169921308_85643161092_937144,Test
725,201392,901946135_33917021501_969126,Control
726,201392,984329499_53745295705_674771,Control
727,201447,342586071_27954882778_105569,Test
728,202371,860830566_21096016262_645649,Test
729,202865,909054007_67248033919_256476,Control
730,202925,434498101_58588370788_467286,Control
731,203027,595361025_24882758840_794745,Test
732,203223,582160720_4616826875_572192,Test
733,203223,58720607_14454283300_808141,Test
734,203223,692089667_19294864635_661834,Test
735,203797,293630407_94153328353_934235,Test
736,204212,399564458_94645212971_533293,Control
737,204496,785993298_95337790441_831230,Control
738,204784,185146124_92434949470_345074,Test
739,206428,394394735_82265642012_139311,Test
740,207109,833981715_80853212307_627689,Test
741,207109,932837263_47273391245_349907,Test
742,207261,956670490_10902904910_629247,Test
743,207387,288405664_74921596034_239720,Test
744,207387,824716238_15198402969_451774,Test
745,207416,691105314_27377147999_361632,Control
746,208156,198788737_63954416585_280526,Test
747,208525,148566562_32590292513_29480,Test
748,209099,700286449_51053474746_526671,Test
749,209462,966135274_38000162904_711213,Test
750,209511,369493406_52443644422_603921,Control
751,210180,225349640_17353665427_155795,Test
752,210473,505960802_96943894501_948996,Control
753,210667,433479726_81595986443_196695,Test
754,211023,259505173_97709144031_541342,Test
755,211380,186213990_4747475706_609550,Test
756,211380,979417723_3575775725_443484,Test
757,211694,62996398_3944181854_327432,Test
758,211709,679964780_85720974530_884640,Control
759,212071,758380580_79605063958_468255,Control
760,212654,820583998_10967034659_484300,Test
761,213006,407477511_33007440877_185275,Test
762,213870,31740098_32237826399_871579,Control
763,214083,254749565_80717058063_142947,Test
764,214667,688263780_58704082570_416099,Test
765,214786,728728676_7158877564_505196,Control
766,214998,826176136_28278526290_937625,Control
767,215411,357541706_69664664002_416847,Test
768,217761,542266713_73515736775_500395,Test
769,219038,612504095_22452704626_523308,Test
770,219230,441890963_9672795724_647881,Control
771,219592,766803767_8523248289_292873,Test
772,219909,168136761_77624268598_963296,Test
773,220394,781959308_14113054265_939249,Control
774,220594,116361669_12796601943_580663,Test
775,220594,611264736_7252995224_86696,Test
776,220594,810712643_87110835422_911870,Test
777,220644,990194456_50895432466_723693,Control
778,220901,337367623_70620020520_967928,Control
779,220901,635417407_87211643945_926982,Control
780,221296,179839169_76963851572_435880,Test
781,221558,649340256_65252181357_371242,Control
782,221775,483912775_5023686571_376161,Control
783,222315,363486279_15118966144_42973,Control
784,222973,634036694_32328359770_725432,Test
785,223224,391399087_67458437360_435230,Control
786,225675,587764958_54854750371_201784,Control
787,226198,179276829_45991021030_684922,Test
788,226234,129072364_69552435787_178438,Control
789,226403,735498640_58063473709_274223,Control
790,227588,332938307_64553214138_41607,Test
791,227629,71174763_40127406397_227698,Control
792,228465,762807254_42982375691_81210,Test
793,228538,581665674_95575671684_54041,Test
794,228662,708692880_2602571797_690032,Test
795,228758,391780033_48405930708_443323,Test
796,228783,468227355_92882251891_907776,Test
797,228868,694205631_90945880489_481831,Test
798,230423,410934325_60301562712_559210,Test
799,230492,151582258_9869893799_326791,Control
800,230551,753710617_22184000019_144748,Test
801,231622,594998563_93041753194_921177,Test
802,231804,780052870_74548951835_960103,Test
803,233796,300285664_32234273232_270566,Test
804,234014,111141001_53434484643_525868,Test
805,234014,151824311_82614872978_109280,Test
806,234014,283028047_23226423366_138905,Test
807,234014,594233087_32352915798_649043,Test
808,234316,668804065_66507021671_466324,Test
809,234619,664852969_12090073705_795060,Test
810,235037,625108277_8894353254_577129,Test
811,235156,73137285_73689304490_157803,Test
812,235331,619664625_10312928886_420588,Control
813,235342,204832966_33103657487_736028,Test
814,235342,699434666_85275972496_893449,Test
815,236696,39275184_66450167539_501158,Test
816,237182,446626440_82421785629_79215,Control
817,237182,727372206_84387861800_956587,Control
818,237500,299294898_65879334337_126166,Control
819,237511,423098050_36527732522_927008,Test
820,237822,196416288_95449078170_480145,Control
821,237822,286073520_27827050037_258522,Control
822,237822,288384011_92303591292_837456,Control
823,237822,303571220_27654068923_790630,Control
824,237822,609525215_31046973337_78836,Control
825,237822,828690850_13796778262_484394,Control
826,237822,885932760_73167929230_229221,Control
827,238091,802968841_89026988364_595675,Test
828,238490,924726197_70465943622_367607,Control
829,238672,692044759_53619937847_542090,Control
830,239127,380201857_84368426431_940617,Test
831,239136,734071153_33054475034_396683,Control
832,239465,164779445_10277970096_674753,Test
833,239685,252829329_62332125955_41715,Control
834,239685,787137522_56851189996_204949,Control
835,239815,128004951_82629314672_564067,Control
836,240400,38166641_58948529742_504288,Control
837,240468,125897048_98311667131_376791,Control
838,240468,380660903_75282755097_366537,Control
839,240468,47882259_14282354542_562928,Control
840,240468,587299918_80960180960_407851,Control
841,240560,763568546_3187969199_564842,Test
842,241057,831974170_45432443701_494097,Control
843,241085,525827578_3891609726_74770,Test
844,241085,579194913_2016554672_402709,Test
845,241085,681102372_59609302312_115214,Test
846,241571,745867012_76281809652_876369,Control
847,242019,449471539_7069283805_936918,Control
848,242197,28405599_45105933382_850901,Test
849,242576,696477429_38545343330_471094,Test
850,242833,151628311_51181467106_944150,Control
851,243705,112568155_48851190344_753613,Test
852,244283,299603126_43712260731_456805,Test
853,244487,259129140_39783316708_850076,Test
854,244897,484686950_54180441444_857372,Control
855,244941,283181079_48618529473_100990,Test
856,245312,394150981_96555528086_839425,Test
857,246429,674169091_53019098372_957342,Test
858,246901,348378904_37066663273_342782,Test
859,246922,467185174_78359374526_92445,Test
860,247432,434222935_69960847432_451635,Control
861,247432,726192158_50496327075_814111,Control
862,247432,855312243_91895518140_512356,Control
863,247960,275372120_37230999085_412696,Test
864,247960,658935979_69671586417_343269,Test
865,248317,417283581_86017953374_802631,Test
866,248347,549178207_66486424399_340911,Control
867,248531,257128236_87394484983_397617,Test
868,248531,756541955_55792179832_794977,Test
869,249632,8506338_98552973381_673883,Test
870,250645,271184664_97658022430_179982,Test
871,250645,31209889_18888782787_15573,Test
872,250645,510479886_51321518692_445480,Test
873,250645,670673669_57372027940_455689,Test
874,250645,748610819_94715928729_18165,Test
875,250645,946673580_3221212979_976457,Test
876,250645,995510002_23272374291_286172,Test
877,250924,836831843_48235046817_927328,Test
878,251184,908288424_88888863609_514202,Control
879,251242,277809839_18140040635_569170,Control
880,251414,679142461_81861584015_883718,Test
881,252085,615343154_94580701586_216354,Control
882,252667,145763708_47893157791_713317,Test
883,252667,313833399_44254427082_566382,Test
884,252898,139873840_382950361_228785,Test
885,253049,740300518_27071529500_439575,Test
886,253211,545340562_1473178369_410417,Test
887,253639,126390523_88549409407_746944,Test
888,253737,394343349_87759094014_863433,Control
889,253737,693082638_77693008685_592621,Control
890,254505,282322635_16040133531_647883,Test
891,254604,619001341_5701780153_996692,Test
892,254955,36644133_46458689405_726925,Test
893,255668,818454275_35458074433_202439,Control
894,256199,318461206_57745851346_669952,Control
895,256199,907145862_21996265576_544063,Control
896,256199,910120410_53163944178_411827,Control
897,256277,20377449_71869991916_105462,Test
898,256277,23904893_22547894224_957,Test
899,256277,494323694_60642126249_389819,Test
900,256277,890182399_855758909_936740,Test
901,256318,593386686_70436100536_795815,Control
902,256318,84452181_93868159966_628506,Control
903,257597,68547346_48186148115_479142,Control
904,258144,566896490_69810318515_912076,Test
905,258563,684954476_98661944103_895438,Control
906,258829,276353615_49888348633_840445,Control
907,258909,97303168_60627535625_429398,Test
908,259331,109358718_53981352778_292788,Test
909,259817,844656547_53811051695_983364,Test
910,260054,243835347_92792732362_913936,Control
911,260668,420760709_94931776122_644710,Test
912,261325,324065151_33933879082_846288,Test
913,261852,203592948_26327624137_721894,Test
914,261857,27591850_86728268121_864760,Control
915,262503,25508178_4652252980_406790,Test
916,262503,886007480_68490099775_254544,Test
917,262535,715476369_45955347903_385158,Control
918,262591,794088527_71267227969_339179,Control
919,263177,849597151_93896724398_229214,Test
920,263217,252135421_7082279320_238014,Control
921,263861,679576643_20718144613_877315,Test
922,265126,292161271_75606006325_47503,Test
923,265715,46615082_98111062144_373914,Test
924,266315,239918596_53021708678_325705,Test
925,266315,991486116_87519996197_994484,Test
926,266404,882876640_79202010895_62452,Test
927,266635,726537105_71776910009_932468,Control
928,266896,605208387_20579504180_281696,Test
929,267117,892073281_98907174680_87080,Control
930,267446,685875860_12767328569_170651,Control
931,267551,753103916_76202587388_680509,Test
932,267576,484844060_91018499910_114560,Control
933,267576,636998910_44540519733_696053,Control
934,267928,247871009_18090242743_426462,Test
935,269660,268259523_95707878332_703275,Test
936,269660,460554742_28400086692_520981,Test
937,271343,870655114_1651470974_119345,Test
938,271577,534913271_87078594026_788850,Control
939,271840,128179798_25449651705_370984,Test
940,272484,995337506_33997738206_657997,Test
941,273258,465380596_42529262635_988197,Control
942,273469,835464219_53317225432_999393,Test
943,273721,391197989_88896514679_921157,Test
944,273872,317362532_71640432750_664017,Control
945,274222,794798316_48779389459_186918,Control
946,274798,352829091_48492601498_655096,Control
947,275210,157709719_12943051897_357248,Test
948,275210,188701847_63277592430_304814,Test
949,275210,232129702_89107912707_440153,Test
950,275288,473794231_95781210592_961947,Test
951,276792,502281091_13500654145_965155,Test
952,276792,602523041_30484735155_367782,Test
953,277068,790817820_2487939123_214708,Test
954,277068,94426837_10685286519_98193,Test
955,278834,265010550_697177358_498832,Control
956,278866,248446373_95962019756_645805,Control
957,279311,674164139_80040785804_636039,Test
958,279718,852061493_40532184627_904758,Test
959,280881,864498094_38531321724_907326,Test
960,281095,63239010_55491721194_22555,Test
961,281100,526716764_27113016400_273760,Test
962,281100,670930009_11752048272_154134,Test
963,281100,90791601_93065315653_131175,Test
964,282081,233844502_76396746563_749283,Control
965,282081,668442439_7179483735_957686,Control
966,282393,288702407_10494025680_796232,Control
967,283127,927471483_61647798012_537128,Test
968,283311,656746781_20093959598_389760,Test
969,283338,477264739_78485859850_326507,Control
970,283734,314350183_46091967112_325295,Test
971,283734,3658246_36509620565_153206,Test
972,283734,604241278_65450093236_109816,Test
973,284562,892372230_56996357884_673488,Test
974,284648,83420712_7258995234_631492,Test
975,285205,175747153_82482828382_802156,Control
976,285338,651489330_65547256868_326178,Test
977,285619,545534470_5635716155_93472,Control
978,285977,332197494_27891654824_422057,Control
979,286645,840471084_25528917991_743592,Test
980,286837,25391780_93079329398_499256,Test
981,286957,731457989_36147011199_422595,Test
982,286957,782014636_63845092517_609716,Test
983,287010,460410933_31861794292_291731,Test
984,287360,520954582_21145647036_444844,Test
985,287360,785073681_15979201254_156739,Test
986,287737,356102942_36610549724_24497,Control
987,287737,553731003_82530454506_187395,Control
988,287817,410242346_97636866852_290876,Test
989,288973,567156226_99988779315_190208,Test
990,289514,2230481_7883325322_294253,Control
991,290869,243450380_83097772495_528956,Control
992,291411,949078257_2406147656_318952,Control
993,292370,272333473_58034341721_646229,Control
994,292370,315087512_55426281843_567435,Control
